sample.id	user_genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	BinLab
DonB	bin_130	d__Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	94.11	11	0.9243563974002955	N/A	DonB_bin_130
DonB	bin_131	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873		N/A	N/A	N/A	N/A	N/A	GCA_900550395.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900550395	79.29	0.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.69, 0.2; GCA_004552485.1, s__CAG-873 sp004552485, 95.0, 77.39, 0.16; GCA_001689665.1, s__CAG-873 sp001689665, 95.0, 77.34, 0.18; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 77.28, 0.21; GCA_900548975.1, s__CAG-873 sp900548975, 95.0, 77.23, 0.23; GCA_900541865.1, s__CAG-873 sp900541865, 95.0, 77.19, 0.18; GCA_004553485.1, s__CAG-873 sp004553485, 95.0, 77.05, 0.19; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 77.02, 0.08; GCA_900554715.1, s__CAG-873 sp900554715, 95.0, 76.99, 0.13; GCA_900555715.1, s__CAG-873 sp900555715, 95.0, 76.92, 0.15; GCA_004552725.1, s__CAG-873 sp004552725, 95.0, 76.9, 0.08; GCA_900554265.1, s__CAG-873 sp900554265, 95.0, 76.69, 0.12; GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 76.57, 0.09; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.54, 0.14; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.44, 0.08; GCA_003979155.1, s__CAG-873 sp003979155, 95.0, 76.36, 0.08; GCA_004554255.1, s__CAG-873 sp004554255, 95.0, 76.23, 0.13; GCA_900540625.1, s__CAG-873 sp900540625, 95.0, 76.01, 0.1; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 75.93, 0.09	38.41	11	0.9740200000087843	N/A	DonB_bin_131
DonB	bin_132	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	UBA9502 sp003611875	GCF_003611875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003611875	99.54	0.96	GCF_003611875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003611875	99.54	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003669055.1, s__UBA9502 sp003669055, 95.0, 78.4, 0.34; GCA_900538475.1, s__UBA9502 sp900538475, 95.0, 77.32, 0.14; GCA_900540335.1, s__UBA9502 sp900540335, 95.0, 77.27, 0.16; GCA_900555625.1, s__UBA9502 sp900555625, 95.0, 77.06, 0.07; GCA_004554205.1, s__UBA9502 sp004554205, 95.0, 76.89, 0.11; GCF_003478505.1, s__UBA9502 sp003478505, 95.0, 76.86, 0.09; GCF_003480315.1, s__UBA9502 sp003480315, 95.0, 76.82, 0.1; GCF_003481825.1, s__UBA9502 sp003481825, 95.0, 76.51, 0.09; GCF_003481985.1, s__UBA9502 sp003506385, 95.0, 76.4, 0.09	66.88	11	N/A	N/A	DonB_bin_132
DonB	bin_133	d__Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		N/A	N/A	N/A	N/A	N/A	GCF_900459405.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hyointestinalis	94.57	0.82	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900475415.1, s__Streptococcus porcinus, 95.0, 82.32, 0.12; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 81.92, 0.15; GCF_000188315.1, s__Streptococcus dysgalactiae, 95.0, 81.56, 0.14; GCF_002964045.1, s__Streptococcus suis_U, 95.0, 81.54, 0.17; GCF_004354505.1, s__Streptococcus thermophilus, 95.0, 81.06, 0.21; GCF_000188035.1, s__Streptococcus pseudoporcinus, 95.0, 81.0, 0.14; GCF_000376985.1, s__Streptococcus henryi, 95.0, 80.51, 0.19; GCF_901542335.1, s__Streptococcus porcinus_A, 95.0, 80.51, 0.13; GCF_002760245.1, s__Streptococcus suis_I, 95.0, 80.34, 0.19; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 80.34, 0.21; GCF_003609975.1, s__Streptococcus ruminantium, 95.0, 80.3, 0.11; GCF_900636575.1, s__Streptococcus canis, 95.0, 80.19, 0.16; GCF_000423745.1, s__Streptococcus plurextorum, 95.0, 80.08, 0.18; GCF_000420785.1, s__Streptococcus hyovaginalis, 95.0, 79.96, 0.18; GCF_000283635.1, s__Streptococcus macedonicus, 96.32, 79.89, 0.21; GCF_000188055.2, s__Streptococcus urinalis, 95.0, 79.83, 0.14; GCF_000423765.1, s__Streptococcus porci, 95.0, 79.83, 0.18; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 79.58, 0.15; GCF_002000985.1, s__Streptococcus gallolyticus, 96.32, 79.52, 0.23; GCF_900475595.1, s__Streptococcus uberis, 95.0, 79.46, 0.1; GCF_004352735.1, s__Streptococcus sp002393675, 95.11, 79.41, 0.17; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 79.38, 0.17; GCF_001302265.1, s__Streptococcus phocae, 95.0, 79.28, 0.12; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 79.26, 0.19; GCA_001595425.1, s__Streptococcus iniae, 95.0, 79.25, 0.12; GCF_000425025.1, s__Streptococcus castoreus, 95.0, 79.24, 0.13; GCF_000188015.2, s__Streptococcus ictaluri, 95.0, 79.08, 0.14; GCF_000380005.1, s__Streptococcus didelphis, 95.0, 79.06, 0.1; GCF_002055535.1, s__Streptococcus pyogenes, 95.0, 79.05, 0.12; GCF_000479315.1, s__Streptococcus sp000479315, 95.0, 78.89, 0.15; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.82, 0.11; GCF_000186465.1, s__Streptococcus australis, 95.0, 78.82, 0.15; GCF_001553855.1, s__Streptococcus gordonii, 95.0, 78.82, 0.13; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 78.78, 0.16; GCF_000448565.1, s__Streptococcus sp000448565, 95.0, 78.77, 0.15; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 78.75, 0.18; GCF_001587175.1, s__Streptococcus sp001587175, 95.0, 78.73, 0.13; GCF_002887775.1, s__Streptococcus penaeicida, 95.0, 78.68, 0.12; GCF_900478025.1, s__Streptococcus pasteurianus, 96.13, 78.67, 0.2; GCF_000187265.1, s__Streptococcus equinus, 95.0, 78.67, 0.18; GCF_000314795.2, s__Streptococcus sp000314795, 95.0, 78.66, 0.14; GCF_001578875.1, s__Streptococcus sp001578875, 95.0, 78.62, 0.11; GCF_900104225.1, s__Streptococcus equinus_D, 95.11, 78.62, 0.18; GCF_003686955.1, s__Streptococcus sp003686955, 95.0, 78.6, 0.16; GCA_003240915.1, s__Streptococcus pyogenes_A, 95.0, 78.6, 0.09; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 78.59, 0.17; GCF_000785785.1, s__Streptococcus uberis_A, 95.0, 78.56, 0.12; GCF_004166885.1, s__Streptococcus sp004166885, 95.0, 78.55, 0.14; GCF_000963275.1, s__Streptococcus parasanguinis_B, 95.0, 78.55, 0.13; GCF_000180035.1, s__Streptococcus parasanguinis_C, 95.0, 78.55, 0.13; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.67, 78.52, 0.2; GCF_000379985.1, s__Streptococcus caballi, 95.0, 78.49, 0.23; GCF_001556435.1, s__Streptococcus sp001556435, 95.0, 78.47, 0.18; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 78.45, 0.21; GCF_000767835.1, s__Streptococcus sinensis, 95.0, 78.44, 0.13; GCF_000164675.2, s__Streptococcus parasanguinis, 95.0, 78.42, 0.14; GCA_002300045.1, s__Streptococcus sp002300045, 95.0, 78.4, 0.23; GCF_000187445.1, s__Streptococcus sp000187445, 95.0, 78.37, 0.17; GCF_004785935.1, s__Streptococcus rubneri, 95.0, 78.37, 0.14; GCA_900637675.1, s__Streptococcus equi, 95.0, 78.36, 0.14; GCF_001073155.1, s__Streptococcus parasanguinis_D, 95.0, 78.36, 0.14; GCF_900459175.1, s__Streptococcus downei, 95.0, 78.36, 0.12; GCF_001182825.2, s__Streptococcus sp001182825, 95.0, 78.36, 0.12; GCF_000423725.1, s__Streptococcus devriesei, 95.0, 78.35, 0.15; GCF_001921845.1, s__Streptococcus cuniculi, 95.0, 78.31, 0.16; GCF_001074805.1, s__Streptococcus parasanguinis_A, 95.0, 78.3, 0.15; GCF_000220065.1, s__Streptococcus sp000220065, 95.0, 78.29, 0.14; GCF_003943655.1, s__Streptococcus sanguinis_F, 95.0, 78.25, 0.14; GCA_001578795.1, s__Streptococcus gordonii_A, 95.0, 78.23, 0.14; GCF_001598035.1, s__Streptococcus halotolerans, 95.0, 78.22, 0.13; GCF_003943735.1, s__Streptococcus sanguinis_E, 95.0, 78.19, 0.13; GCF_000380045.1, s__Streptococcus marimammalium, 95.0, 78.18, 0.09; GCF_000286075.1, s__Streptococcus ratti, 95.0, 78.18, 0.14; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 78.17, 0.11; GCF_001431045.1, s__Streptococcus orisasini, 95.0, 78.13, 0.18; GCF_002953735.1, s__Streptococcus pluranimalium, 95.0, 78.12, 0.18; GCF_001578885.1, s__Streptococcus sp001578885, 95.0, 78.11, 0.13; GCF_000413475.1, s__Streptococcus intermedius, 95.0, 78.08, 0.11; GCF_000187975.2, s__Streptococcus criceti, 95.0, 78.03, 0.14; GCF_000380065.1, s__Streptococcus massiliensis, 95.0, 78.01, 0.16; GCF_000187995.2, s__Streptococcus macacae, 95.0, 78.0, 0.09; GCF_000257785.1, s__Streptococcus constellatus, 95.0, 77.98, 0.13; GCF_900636475.1, s__Streptococcus anginosus, 95.0, 77.98, 0.14; GCF_000372425.1, s__Streptococcus ferus, 95.0, 77.93, 0.13; GCF_000380125.1, s__Streptococcus ovis, 95.0, 77.93, 0.15; GCF_001078705.1, s__Streptococcus sanguinis_D, 95.0, 77.88, 0.15; GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 77.87, 0.14; GCF_000380025.1, s__Streptococcus entericus, 95.0, 77.87, 0.13; GCF_000686605.1, s__Streptococcus sobrinus, 95.0, 77.85, 0.13; GCF_000212815.1, s__Streptococcus sanguinis_C, 95.0, 77.8, 0.13; GCA_001697145.1, s__Streptococcus anginosus_C, 95.0, 77.77, 0.13; GCF_001937065.1, s__Streptococcus sp001937065, 95.0, 77.74, 0.15; GCF_900635155.1, s__Streptococcus sanguinis_G, 95.0, 77.72, 0.14; GCF_000380085.1, s__Streptococcus merionis, 95.0, 77.71, 0.11; GCF_006739205.1, s__Streptococcus mutans, 95.0, 77.69, 0.16; GCF_000194945.1, s__Streptococcus sanguinis, 95.0, 77.68, 0.14; GCF_000212855.1, s__Streptococcus sanguinis_A, 95.0, 77.64, 0.15; GCF_003086355.1, s__Streptococcus sp003086355, 95.0, 77.5, 0.1; GCF_001642085.1, s__Streptococcus pantholopis, 95.0, 77.09, 0.1	94.5	11	0.9976013001285005	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonB_bin_133
DonB	bin_134	d__Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		N/A	N/A	N/A	N/A	N/A	GCF_000492175.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp000492175	84.46	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCF_003612335.1, s__Lawsonibacter sp003612335, 95.0, 83.38, 0.67; GCF_002160305.1, s__Lawsonibacter sp002160305, 95.0, 80.74, 0.48; GCA_900550705.1, s__Lawsonibacter sp900550705, 95.0, 80.59, 0.37; GCA_900549405.1, s__Lawsonibacter sp900549405, 95.0, 80.41, 0.42; GCA_900545895.1, s__Lawsonibacter sp900545895, 95.0, 80.38, 0.42; GCA_900553135.1, s__Lawsonibacter sp900553135, 95.0, 80.02, 0.37; GCF_003478995.1, s__Lawsonibacter sp003478995, 95.0, 79.9, 0.45; GCF_002161175.1, s__Lawsonibacter sp002161175, 95.0, 79.75, 0.35; GCF_003573975.1, s__Lawsonibacter sp900066825, 95.0, 79.46, 0.4; GCF_000177015.3, s__Lawsonibacter sp000177015, 95.0, 79.39, 0.38; GCF_003112755.1, s__Lawsonibacter asaccharolyticus, 95.0, 79.29, 0.42; GCA_900066645.1, s__Lawsonibacter sp900066645, 95.0, 78.8, 0.35	29.9	11	0.9861197987177098	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonB_bin_134
DonB	bin_136	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A		N/A	N/A	N/A	N/A	N/A	GCA_002358555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A sp002358555	76.97	0.11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000235505.1, s__Hungatella_A hathewayi_A, 95.0, 77.16, 0.18; GCF_003478355.1, s__Hungatella_A sp003478355, 95.0, 76.47, 0.1	59.37	11	0.9610787510785866	N/A	DonB_bin_136
DonB	bin_137	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae			N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	22.54	11	0.8948135688600561	N/A	DonB_bin_137
DonB	bin_138	d__Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63		N/A	N/A	N/A	N/A	N/A	GCF_003612475.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__D16-63;s__D16-63 sp003612475	78.3	0.27	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.35	11	0.9159718380502229	N/A	DonB_bin_138
DonB	bin_14	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	78.29	11	0.9557499566939488	N/A	DonB_bin_14
DonB	bin_16	d__Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__	ANI	N/A	GCF_003612555.1, s__Acutalibacter sp003612555, 95.0, 78.74, 0.42; GCF_002201475.1, s__Acutalibacter muris, 95.0, 78.15, 0.31; GCA_900543555.1, s__Acutalibacter sp900543555, 95.0, 77.84, 0.24; GCA_000435395.1, s__Acutalibacter sp000435395, 95.0, 77.78, 0.27; GCA_900548545.1, s__Acutalibacter sp900548545, 95.0, 77.5, 0.17; GCA_000432995.1, s__Acutalibacter sp000432995, 95.0, 76.53, 0.14; GCA_900543305.1, s__Acutalibacter sp900543305, 95.0, 76.51, 0.12; GCF_900048895.1, s__Acutalibacter timonensis, 95.0, 75.94, 0.12	35.65	11	0.9427405059190032	N/A	DonB_bin_16
DonB	bin_17	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor		N/A	N/A	N/A	N/A	N/A	GCF_900248245.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris	90.63	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002490995.1, s__Acetatifactor sp002490995, 95.0, 77.63, 0.27; GCF_003612485.1, s__Acetatifactor sp003612485, 95.0, 77.04, 0.21; GCA_900554205.1, s__Acetatifactor sp900554205, 95.0, 76.35, 0.06; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 76.25, 0.07; GCA_900320485.1, s__Acetatifactor sp900320485, 95.0, 76.16, 0.02; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 75.9, 0.05; GCF_003481565.1, s__Acetatifactor sp900066365, 95.0, 75.87, 0.07; GCF_003584705.1, s__Acetatifactor sp900066565, 95.0, 75.84, 0.09; GCA_002368865.1, s__Acetatifactor sp002368865, 95.0, 75.75, 0.04; GCA_002314715.1, s__Acetatifactor sp002314715, 95.0, 75.43, 0.04	39.6	11	0.9911751447235239	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonB_bin_17
DonB	bin_18	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae			N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	20.69	11	0.9110646844629492	N/A	DonB_bin_18
DonB	bin_19	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2		N/A	N/A	N/A	N/A	N/A	GCF_004793545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp004793545	84.36	0.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000403255.1, s__14-2 sp000403255, 95.0, 80.09, 0.43; GCF_000403845.2, s__14-2 sp000403845, 95.0, 80.07, 0.43; GCF_000403315.2, s__14-2 sp000403315, 95.0, 79.32, 0.39; GCF_001940225.1, s__14-2 sp001940225, 95.0, 77.57, 0.12	91.15	11	0.9750207610275115	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonB_bin_19
DonB	bin_2	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		N/A	N/A	N/A	N/A	N/A	GCF_900021155.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900021155	81.57	0.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002358415.1, s__Alistipes sp002358415, 95.0, 81.95, 0.59; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 81.87, 0.61; GCF_006542685.1, s__Alistipes sp006542685, 95.0, 81.58, 0.61; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 81.46, 0.59; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 81.35, 0.63; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 81.08, 0.62; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 81.01, 0.59; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 80.96, 0.55; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.94, 0.65; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.8, 0.61; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 80.69, 0.63; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 80.67, 0.56; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.63, 0.61; GCF_900604385.1, s__Alistipes sp002159375, 95.0, 80.45, 0.56; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.44, 0.62; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 80.38, 0.51; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.37, 0.58; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 80.33, 0.47; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 80.32, 0.6; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.95, 0.54; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 79.91, 0.42; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 79.29, 0.37; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.94, 0.39; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 78.48, 0.34; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 78.47, 0.34; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.28, 0.34; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.87, 0.24; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.5, 0.21; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.47, 0.16	95.58	11	0.961092877848723	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonB_bin_2
DonB	bin_20	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae			N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	19.76	11	0.8240699692320033	N/A	DonB_bin_20
DonB	bin_22	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor		N/A	N/A	N/A	N/A	N/A	GCA_002490995.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp002490995	77.95	0.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	N/A	GCF_003612485.1, s__Acetatifactor sp003612485, 95.0, 77.88, 0.29; GCF_900248245.1, s__Acetatifactor muris, 95.0, 77.53, 0.23; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 77.23, 0.05; GCA_900320485.1, s__Acetatifactor sp900320485, 95.0, 76.45, 0.04; GCF_003584705.1, s__Acetatifactor sp900066565, 95.0, 76.42, 0.06; GCA_900554205.1, s__Acetatifactor sp900554205, 95.0, 76.36, 0.07; GCF_003481565.1, s__Acetatifactor sp900066365, 95.0, 76.24, 0.06; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 76.22, 0.05; GCA_002368865.1, s__Acetatifactor sp002368865, 95.0, 75.93, 0.03; GCA_002314715.1, s__Acetatifactor sp002314715, 95.0, 74.88, 0.01	44.29	11	0.9766455467894387	N/A	DonB_bin_22
DonB	bin_23	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-56	CAG-56 sp004793585	GCF_004793585.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp004793585	98.86	0.85	GCF_004793585.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp004793585	98.86	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539525.1, s__CAG-56 sp900539525, 95.0, 78.12, 0.25; GCA_002361955.1, s__CAG-56 sp002361955, 95.0, 77.65, 0.22	70.67	11	N/A	N/A	DonB_bin_23
DonB	bin_24	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173		N/A	N/A	N/A	N/A	N/A	GCA_001689485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	78.68	0.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	taxonomic classification defined by topology and ANI	N/A	GCF_004102785.1, s__UBA7173 sp002491305, 95.0, 78.39, 0.15; GCA_001689685.1, s__UBA7173 sp001689685, 95.0, 78.36, 0.17; GCA_900540205.1, s__UBA7173 sp900540205, 95.0, 78.17, 0.23; GCF_004102805.1, s__UBA7173 sp004102805, 95.0, 77.91, 0.06; GCA_900545955.1, s__UBA7173 sp900545955, 95.0, 77.83, 0.2; GCA_900548705.1, s__UBA7173 sp900548705, 95.0, 77.63, 0.14; GCA_900555165.1, s__UBA7173 sp900555165, 95.0, 77.59, 0.08; GCA_900546835.1, s__UBA7173 sp900546835, 95.0, 77.49, 0.2; GCA_004557825.1, s__UBA7173 sp004557825, 95.0, 77.49, 0.16; GCA_001701135.1, s__UBA7173 sp001701135, 95.0, 77.29, 0.18; GCA_001915385.1, s__UBA7173 sp001915385, 95.0, 77.11, 0.08; GCA_900552325.1, s__UBA7173 sp900552325, 95.0, 76.67, 0.07	17.2	11	0.9822258624397646	N/A	DonB_bin_24
